status	sex	survived	age
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	yes	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	male	no	adult
crew	female	yes	adult
crew	female	yes	adult
crew	female	yes	adult
crew	female	yes	adult
crew	female	yes	adult
crew	female	yes	adult
crew	female	yes	adult
crew	female	yes	adult
crew	female	yes	adult
crew	female	yes	adult
crew	female	yes	adult
crew	female	yes	adult
crew	female	yes	adult
crew	female	yes	adult
crew	female	yes	adult
crew	female	yes	adult
crew	female	yes	adult
crew	female	yes	adult
crew	female	yes	adult
crew	female	yes	adult
crew	female	no	adult
crew	female	no	adult
crew	female	no	adult
